theta1,theta2,gamma4,gamma1,gamma2,gamma3,l1
0.0,0.05324733311169141,2.5558719893611874,0.8181197267883643,0.9024867681845371,0.6110404696533777,167.48711313916263
0.0,0.05324733311169141,2.609119322472879,0.8174536588992668,0.9025905762358227,0.5995160440861342,167.58162732690647
0.0,0.05324733311169141,2.66236665558457,0.8161792035891935,0.9027883207171802,0.5882448147175177,167.76249317314804
0.0,0.05324733311169141,2.7156139886962616,0.8142891149716548,0.9030794448445829,0.5772608836904136,168.03078086016708
0.0,0.05324733311169141,2.768861321807953,0.8117769555478298,0.9034623996613929,0.5665979356964631,168.38746609502334
0.0,0.05324733311169141,2.8221086549196444,0.8086372604961941,0.9039345700088637,0.5562890715176577,168.83340637922282
0.0,0.05324733311169141,2.875355988031336,0.804865722611778,0.904492195112969,0.5463666145328353,169.36931377561086
0.0,0.05324733311169141,2.9286033211430276,0.8004593973807798,0.905130285273833,0.5368618892790112,169.99572417458194
0.0,0.05324733311169141,2.981850654254719,0.7954169270193058,0.9058425365404992,0.527804971790234,170.71296317567717
0.0,0.05324733311169141,3.0350979873664103,0.7897387810934406,0.9066212460667564,0.5192244125868526,171.52110884855418
0.0,0.05324733311169141,3.0883453204781017,0.7834275103437705,0.9074572313456036,0.5111469343023111,172.4199518142988
0.0,0.05324733311169141,3.141592653589793,0.7764880089741691,0.9083397572515907,0.5035971074680244,173.40895329689968
0.0,0.10649466622338281,0.0,0.3667387584923118,0.8646130600046197,0.8243628970180004,229.30330603187372
0.0,0.10649466622338281,0.05324733311169141,0.3770566191946624,0.8709386021954215,0.8377370352097383,227.9031222225126
0.0,0.10649466622338281,0.15974199933507421,0.39934551122305717,0.8832216333909609,0.8622606685240918,224.85278551007434
0.0,0.10649466622338281,0.21298933244676563,0.4111903588318204,0.8890327817278938,0.8732332092493585,223.21896700188378
0.0,0.10649466622338281,0.26623666555845704,0.4234181178190549,0.894547014241097,0.8832564459189185,221.5240329579682
0.0,0.10649466622338281,0.31948399867014843,0.4359674978554935,0.8997225213946061,0.8922835922132258,219.77653079542924
0.0,0.10649466622338281,0.37273133178183987,0.448779558823602,0.9045292430516396,0.9002829342537066,217.98488242176478
0.0,0.10649466622338281,0.42597866489353126,0.4617982363667538,0.9089477457230676,0.9072362280852403,216.15727480921316
0.0,0.10649466622338281,0.47922599800522264,0.4749706591301108,0.9129678995065738,0.9131369235642444,214.301579216978
0.0,0.10649466622338281,0.5324733311169141,0.4882472957277984,0.9165874852148838,0.9179883635669603,212.42529603452383
0.0,0.10649466622338281,0.5857206642286055,0.5015819703348606,0.9198108280815368,0.921802064485284,210.53552127095853
